STOPID	PLANVERSIONID	SHORTNAME	LONGNAME	GPS_X	GPS_Y	DECIMALLONGITUDE	DECIMALLATITUDE
519111	40	C1K13A	Cl 1 entre Kr 13A y 13	-763228605	32639141	-76.54127917	3.44420583
519112	40	A1K2	Av 1 entre Kr 2 y Cl 2 OE	-763232469	32703854	-76.5423525	3.45107056
519113	40	K24CC4OE	Kr 24C entre Cl 4 OE y 5 OE	-763238847	32627517	-76.54412417	3.44097694
519114	40	C11OK24C	Cl 11 Oe con Kr 24C	-763255627	32634087	-76.54878528	3.44280194
519115	40	C11OEK24	Cl 11 Oe con Kr 24D	-763255730	32631851	-76.54881389	3.44218083
519122	40	AV2OE	Av 2 Oeste	-763331789	32649454	-76.55883028	3.44707056
519123	40	AV2OEC20	Av 2 Oeste con Cl 20	-763341529	32651537	-76.56153583	3.44764917
519124	40	AV2OEATE	Av 2 Oeste Sector Atenas	-763349454	32652554	-76.56373722	3.44793167
519125	40	AV2OC201	Av 2 Oeste con Cl 20	-763342357	32651417	-76.56176583	3.44761583
519126	40	AV2OEBEL	Av 2 Oeste a Bellavista	-763333050	32649333	-76.55918056	3.44703694
519128	40	K4C12AO	Kr 4 entre Cl 12A y 13 Oeste	-763310079	32642796	-76.55279972	3.44522111
519129	40	C13OK15	Cl 13 Oeste con Kr 15	-763313915	32636963	-76.55386528	3.44360083
519130	40	C14OK23C	Cl 14 oeste entre Kr 23C y 24D	-763307433	32629612	-76.55206472	3.44155889
519131	40	C14OK24C	Cl 14 Oeste entre Kr 24C y 24B	-763308366	32631083	-76.55232389	3.4419675
519132	40	C14OK15	Cl 14 Oeste entre Kr 15 y 16	-763314203	32636042	-76.55394528	3.443345
519133	40	K4C13O	Kr 4 entre Cl 13 y 12A Oeste	-763309819	32642674	-76.5527275	3.44518722
519135	40	C5K6Y9	Cl 5 entre Kr 6 y 9 Clinica Comfenalco	-763213087	32650709	-76.53696861	3.44741917
519137	40	C7K25	Cl 7 entre Kr 25 y 24 Bomberos	-763214421	32609210	-76.53733917	3.43589167
519138	40	C5K13Y14	Cl 5 entre Kr 13 y 14 Puente Peatonal	-763211645	32639460	-76.53656806	3.44429444
519139	40	K10C15	Kr 10 entre Cl 15 y 16	-763137281	32652679	-76.5270225	3.44796639
519140	40	K10C19	Kr 10 entre Cl 19 y 20	-763125350	32655860	-76.52370833	3.44885
519141	40	K10C22A	Kr 10 entre Cl 22A y 23	-763114201	32658625	-76.52061139	3.44961806
518050	40	C70K26J	Cl 70 entre Kr 26J y 26K	-762947106	32602161	-76.49641833	3.43393361
519144	40	C14OK24B	Cl 14 Oe entre Kr 24C y 24B	-763310214	32631445	-76.55283722	3.44206806
519145	40	K32C8	Kr 32 entre Cl 8 y 7	-763216815	32541617	-76.53800417	3.42822694
519146	40	C7K30	Cl 7 entre Kr 30 y 29	-763215219	32552662	-76.53756083	3.431295
519147	40	C7K23B	Cl 7 entre  Kr 23B y 23	-763212185	32614014	-76.53671806	3.43722611
519148	40	K23C13A	Kr 23 entre Cl 13A y 14	-763137784	32609061	-76.52716222	3.43585028
519149	40	C8K19	Cl 8 entre Kr 19 y 22	-763205742	32619959	-76.53492833	3.4388775
519150	40	K23AC8	Kr 23A entre Cl 8 y 8A	-763206613	32610797	-76.53517028	3.4363325
519153	40	C15K23	Cl 15 entre Kr 23 y 23A	-763134406	32607446	-76.52622389	3.43540167
519154	40	C10K23C	Cl 10 entre Kr 23C y 24	-763154054	32602096	-76.53168167	3.43391556
519155	40	C10K28	Cl 10 entre Kr 28 y 29	-763156808	32552546	-76.53244667	3.43126278
519156	40	C10K30	Cl 10 entre Kr 30 y 31	-763159361	32542838	-76.53315583	3.42856611
519157	40	C9K29	Cl 9 entre Kr 29 y 28	-763208512	32553462	-76.53569778	3.43151722
519158	40	C25K7	Cl 25 entre Kr 7 y 7A	-763110231	32713971	-76.51950861	3.45388083
519160	40	K14C2Y2A	Kr 14 entre Cl 2 y 2A	-763225241	32636291	-76.54034472	3.44341417
519161	40	A4NC3	Av 4N entre Cl 3 y 4 OE	-763238569	32705168	-76.54404694	3.45143556
519162	40	K1C7OE	Kr 1 entre Cl 7 y 5 Oe	-763252872	32712900	-76.54802	3.45358333
519163	40	C8AV3	Cl 8 entre Av 3 y 4	-763211863	32715859	-76.53662861	3.45440528
519164	40	A4NC18	Av 4N entre Cl 18 y 19	-763146063	32733938	-76.52946194	3.45942722
519165	40	A4NC21	Av 4N entre Cl 21 y 22	-763140012	32742151	-76.52778111	3.46170861
519166	40	A4NC23	Av 4N entre Cl 23 y 24	-763134994	32750258	-76.52638722	3.46396056
519167	40	C7K27	Cl 7 entre Kr 27 y 26	-763214986	32601762	-76.53749611	3.43382278
519168	40	C25K8	Cl 25 entre Kr 8 y 9	-763108530	32707766	-76.51903611	3.45215722
519169	40	C25K11	Cl 25 entre Kr 11 y 11B	-763106266	32656996	-76.51840722	3.44916556
519170	40	C23K13	Cl 23 entre Kr 13 y 12	-763110008	32645608	-76.51944667	3.44600222
519171	40	C23K11	Cl 23 entre Kr 11 y 10	-763112503	32657468	-76.52013972	3.44929667
519172	40	C23K9	Cl 23 entre Kr 9 y 8A	-763113956	32703813	-76.52054333	3.45105917
519173	40	K8C23	Kr 8 entre C23 y 22A	-763116817	32708190	-76.52133806	3.452275
519174	40	C21K7A	Cl 21 entre Kr 7A y 7	-763124931	32710078	-76.52359194	3.45279944
519175	40	C21K5	Cl 21 entre Kr 5 y 4	-763128964	32719295	-76.52471222	3.45535972
519177	40	C8K23A	Cl 8 entre Kr 23A y 23C	-763208681	32610132	-76.53574472	3.43614778
519178	40	C8K27	Cl 8 entre Kr 27 y 28	-763211432	32557555	-76.53650889	3.43265417
519179	40	C8K30	Cl 8 entre Kr 30 y 30A	-763214043	32547404	-76.53723417	3.42983444
519180	40	C8K32	Cl 8 entre Kr 32 y 32A	-763216210	32540314	-76.53783611	3.427865
519181	40	A4OEC5	Av 4 Oeste con  Cl 5	-763253493	32719169	-76.5481925	3.45532472
519182	40	A15OEC7	Av 15 Oeste con Cl 7	-763258496	32728784	-76.54958222	3.45799556
519183	40	A15OEC9A	Av 15 Oeste Cl 9A	-763303669	32734219	-76.55101917	3.45950528
519184	40	A15OC9A2	Av 15 Oeste Cl 9A 2	-763311597	32736664	-76.55322139	3.46018444
519185	40	PRAUSA1	Puente del Rio Aguacatal Urbanizacion Se	-763320234	32734774	-76.55562056	3.45965944
519186	40	C11OEK15	Cl 11 Oeste con Kr 15A	-763332705	32742902	-76.55908472	3.46191722
519187	40	C14OEK12	Cl 14 Oeste con Kr 12A	-763335933	32740748	-76.55998139	3.46131889
519188	40	A9OE	Av 9 Oeste	-763341040	32734595	-76.5614	3.45960972
519189	40	A9OE2	Av 9 Oeste 2	-763347414	32727279	-76.56317056	3.4575775
519190	40	A9AOE22A	Av 22 Oeste entre  Cl 22A y 23 Bis	-763352605	32720790	-76.5646125	3.455775
519191	40	A9AOE24	Av 9A Oeste con Cl 24	-763354746	32721357	-76.56520722	3.4559325
519192	40	A9AOE241	Av 9A Oeste con Cl 24 - 1	-763355917	32721114	-76.5655325	3.455865
519193	40	A9AOE23B	Av 9A Oeste entre Cl 23 Bis y 22A	-763351804	32720222	-76.56439	3.45561722
519194	40	A9OE1	Av 9 Oeste - 1	-763346076	32728022	-76.56279889	3.45778389
519195	40	A9OE3	Av 9 Oeste - 3	-763339136	32736414	-76.56087111	3.460115
519196	40	C14OK121	Cl 14 Oeste con Kr 12A Oeste	-763335904	32738781	-76.55997333	3.4607725
519197	40	C11OK15A	Cl 11 Oeste con Kr 15A	-763332611	32741604	-76.55905861	3.46155667
519199	40	A15OC9A1	Av 15 Oeste con Cl 9A - 1	-763311663	32736192	-76.55323972	3.46005333
519200	40	A15OC9A3	Av 15 Oeste con Cl 9A	-763304887	32734718	-76.5513575	3.45964389
519201	40	A15OEC71	Av 15 Oeste con Cl 7 - 1	-763258869	32728248	-76.54968583	3.45784667
519202	40	A40OEC51	Av 4 Oeste con Cl 5 - 1	-763253295	32718529	-76.5481375	3.45514694
519206	40	C10OK25D	Cl 10 Oe con Kr 25D	-763258886	32604541	-76.54969056	3.43459472
600100	40	TMENGA1	Terminal Menga C1	-763033049	32921113	-76.50918028	3.48919806
600101	40	TMENGA2	Terminal Menga C2	-763032175	32920771	-76.5089375	3.48910306
600102	40	TMENGA3	Terminal Menga C3	-763030655	32920278	-76.50851528	3.48896611
600103	40	TMENGA4	Terminal Menga C4	-763029382	32919898	-76.50816167	3.48886056
600104	40	TMENGA5	Terminal Menga B1	-763028644	32921158	-76.50795667	3.48921056
600106	40	TMENGA7	Terminal Menga B3	-763030999	32921823	-76.50861083	3.48939528
600108	40	TMENGA9	Terminal Menga A1	-763027857	32921895	-76.50773806	3.48941528
600109	40	TMENGA10	Terminal Menga A2	-763028484	32922122	-76.50791222	3.48947833
600110	40	TMENGA11	Terminal Menga A3	-763029187	32922331	-76.5081075	3.48953639
600111	40	TMENGA12	Terminal Menga A4	-763029791	32922448	-76.50827528	3.48956889
600158	40	A.SANI10	Terminal Andres Sanin E3	-762857556	32636156	-76.48265444	3.44337667
600159	40	A.SANI11	Terminal Andres Sanin E2	-762859112	32636136	-76.48308667	3.44337111
600163	40	A.SANI15	Terminal Andres Sanin E1	-762900661	32636031	-76.48351694	3.44334194
600200	40	CHIMI3	Chiminangos A2	-762954162	32852998	-76.49837833	3.48138833
600201	40	CHIMI2	Chiminangos B1	-762953076	32853766	-76.49807667	3.48160167
601851	40	UDP2	Unidad Deportiva B1	-763253658	32452512	-76.54823833	3.41458667
601853	40	UDP4	Unidad Deportiva B2	-763253616	32453976	-76.54822667	3.41499333
601854	40	UDP5	Unidad Deportiva A3	-763254420	32452116	-76.54845	3.41447667
601855	40	UDP6	Unidad Deportiva B3	-763253615	32455479	-76.54822639	3.41541083
602100	40	CAPRI1	Capri A1	-763242276	32317526	-76.54507667	3.38820167
602103	40	CAPRI4	Capri B2	-763241502	32317808	-76.54486167	3.38828
602300	40	UNIV1	Universidades A1	-763145306	32201218	-76.52925167	3.367005
602303	40	UNIV4	Universidades B2	-763145822	32201860	-76.529395	3.36718333
519031	40	C9K19	Cl 9 entre Kr 19 y 17	-763200516	32620238	-76.53347667	3.438955
4	40	PTP_SAL	Patio Taller Pizamos_Salida	-762834421	32413805	-76.47622806	3.40383472
5	40	PPM_SAL	Puerto Mallarino	-762829572	32549701	-76.47488111	3.4304725
6	40	PPM_ENT	Puerto Mallarino	-762829572	32549701	-76.47488111	3.4304725
9	40	PVL-SAL	Patio Valle Lili	-763045388	32132031	-76.51260778	3.3588975
10	40	PVL-ENT	Patio Valle Lili	-763044995	32132098	-76.51249861	3.35891611
21	40	PCS-SAL	Patio Calima-Sameco Salida	-763016889	32949173	-76.50469139	3.4969925
22	40	PCS-ENT	Patio Calima-Sameco Entrada	-763016889	32949173	-76.50469139	3.4969925
41	40	PTP_ENT	Patio Taller Pizamos_Entrada	-762834494	32413658	-76.47624833	3.40379389
500050	40	T.C-A1	T.Canaveralejo A1	-763258637	32453166	-76.54962139	3.41476833
500051	40	T.C-A2	T.Canaveralejo A2	-763258462	32452354	-76.54957278	3.41454278
500052	40	T.C-A3	T.Canaveralejo A3	-763257714	32451892	-76.549365	3.41441444
500054	40	T.C-A5	T.Canaveralejo A5	-763256733	32452790	-76.5490925	3.41466389
500055	40	T.C-A7	T.Canaveralejo A7	-763256229	32454169	-76.5489525	3.41504694
500056	40	T.C-A6	T.Canaveralejo A6	-763256424	32453498	-76.54900667	3.41486056
500057	40	T.C-B3	T.Canaveralejo B3	-763256820	32454019	-76.54911667	3.41500528
500058	40	T.C-A8	T.Canaveralejo A8	-763256088	32454643	-76.54891333	3.41517861
500059	40	T.C-B2	T.Canaveralejo B2	-763256979	32453200	-76.54916083	3.41477778
500060	40	T.C-A9	T.Canaveralejo A9	-763256278	32455170	-76.54896611	3.415325
500061	40	T.C-A10	T.Canaveralejo A10	-763256699	32455320	-76.54908306	3.41536667
500062	40	T.C-A11	T.Canaveralejo A11	-763257231	32455420	-76.54923083	3.41539444
500063	40	T.C-A12	T.Canaveralejo A12	-763257744	32455115	-76.54937333	3.41530972
500100	40	TMENGA1	Terminal Menga C1	-763033049	32921113	-76.50918028	3.48919806
500101	40	TMENGA2	Terminal Menga C2	-763032175	32920771	-76.5089375	3.48910306
500102	40	TMENGA3	Terminal Menga C3	-763030655	32920278	-76.50851528	3.48896611
500103	40	TMENGA4	Terminal Menga C4	-763029382	32919898	-76.50816167	3.48886056
500104	40	TMENGA5	Terminal Menga B1	-763028644	32921158	-76.50795667	3.48921056
500106	40	TMENGA7	Terminal Menga B3	-763030999	32921823	-76.50861083	3.48939528
500108	40	TMENGA9	Terminal Menga A1	-763027857	32921895	-76.50773806	3.48941528
500109	40	TMENGA10	Terminal Menga A2	-763028484	32922122	-76.50791222	3.48947833
500110	40	TMENGA11	Terminal Menga A3	-763029187	32922331	-76.5081075	3.48953639
500111	40	TMENGA12	Terminal Menga A4	-763029791	32922448	-76.50827528	3.48956889
500113	40	TMENGA14	Terminal Menga A6	-763031010	32922748	-76.50861389	3.48965222
500114	40	TMENGA15	Terminal Menga A7	-763031618	32922899	-76.50878278	3.48969417
500150	40	A.SANIN1	Terminal Andres Sanin B1	-762857155	32637688	-76.48254306	3.44380222
500151	40	A.SANIN2	Terminal Andres Sanin B2	-762859172	32637954	-76.48310333	3.44387611
500152	40	A.SANIN3	Terminal Andres Sanin B3	-762900914	32638173	-76.48358722	3.44393694
500153	40	A.SANIN4	Terminal Andres Sanin C1	-762857133	32637265	-76.48253694	3.44368472
500154	40	A.SANIN5	Terminal Andres Sanin C3	-762859017	32637523	-76.48306028	3.44375639
500155	40	A.SANIN6	Terminal Andres Sanin C4	-762900261	32637700	-76.48340583	3.44380556
500156	40	A.SANIN7	Terminal Andres Sanin D3	-762859152	32636584	-76.48309778	3.44349556
500157	40	A.SANIN8	Terminal Andres Sanin D2	-762900359	32636560	-76.48343306	3.44348889
500158	40	A.SANI10	Terminal Andres Sanin E3	-762857556	32636156	-76.48265444	3.44337667
500159	40	A.SANI11	Terminal Andres Sanin E2	-762859112	32636136	-76.48308667	3.44337111
500160	40	A.SANI12	Terminal Andres Sanin C2	-762857831	32637364	-76.48273083	3.44371222
500161	40	A.SANI13	Terminal Andres Sanin C5	-762900883	32637775	-76.48357861	3.44382639
500162	40	A.SANI14	Terminal Andres Sanin D1	-762900957	32636559	-76.48359917	3.44348861
500163	40	A.SANI15	Terminal Andres Sanin E1	-762900661	32636031	-76.48351694	3.44334194
500164	40	A.SANI16	Terminal Andres Sanin D4	-762857928	32636615	-76.48275778	3.44350417
500165	40	A.SANI17	Terminal Andres Sanin D5	-762857213	32636636	-76.48255917	3.44351
500200	40	CHIMI3	Chiminangos A2	-762954162	32852998	-76.49837833	3.48138833
500201	40	CHIMI2	Chiminangos B1	-762953076	32853766	-76.49807667	3.48160167
500250	40	FLORAI1	Flora Industrial A1	-763008742	32841370	-76.50242833	3.47815833
500251	40	FLORAI2	Flora Industrial B1	-763007542	32842078	-76.502095	3.478355
500300	40	SALOM1	Salomia A1	-763025020	32825050	-76.50695	3.473625
500301	40	SALOM2	Salomia B1	-763023598	32825866	-76.506555	3.47385167
500352	40	POPU3	Popular A2	-763040260	32808484	-76.51118333	3.46902333
500353	40	POPU4	Popular B2	-763038034	32810842	-76.510565	3.46967833
500400	40	MZAN1	Manzanares A1	-763048366	32758050	-76.513435	3.466125
500401	40	MZAN2	Manzanares B1	-763047592	32758752	-76.51322	3.46632
500450	40	FATI1	Fatima A1	-763103072	32746404	-76.51752	3.46289
500451	40	FATI2	Fatima B1	-763102010	32746716	-76.517225	3.46297667
500500	40	RIOC1	Rio Cali A1	-763131236	32737548	-76.52534333	3.46043
500600	40	TORRE1	Torre de Cali A1	-763149044	32724858	-76.53029	3.456905
500601	40	TORRE2	Torre de Cali B1	-763149170	32724294	-76.530325	3.45674833
500602	40	TORRE3	Torre de Cali A2	-763149932	32723574	-76.53053667	3.45654833
500603	40	TORRE4	Torre de Cali B2	-763148174	32725632	-76.53004833	3.45712
500650	40	PILOT2	Piloto B1	-763120364	32736510	-76.52232333	3.46014167
500700	40	SANIC2	San Nicolas B1	-763132076	32730936	-76.52557667	3.45859333
500750	40	ERMI1	La Ermita A1	-763154278	32713065	-76.53174389	3.45362917
500751	40	ERMI3	La Ermita A2	-763153532	32711454	-76.53153667	3.45318167
500800	40	CAICED1	Plaza de Caicedo A1	-763152836	32708670	-76.53134333	3.45240833
500850	40	CENTRO1	Centro A1	-763148516	32654744	-76.53014333	3.44854
500851	40	CENTRO3	Centro A2	-763148102	32653142	-76.53002833	3.448095
500900	40	STROSA1	Santa Rosa A1	-763147130	32650040	-76.52975833	3.44723333
500950	40	FRAY1	Fray Damian A1	-763144118	32638286	-76.52892167	3.44396833
500952	40	FRAY5	Fray Damian A3	-763143428	32635256	-76.52873	3.44312667
501000	40	SANBO1	San Bosco A1	-763156838	32632424	-76.532455	3.44234
501001	40	SANBO2	San Bosco B1	-763157234	32632082	-76.532565	3.442245
501002	40	SANBO3	San Bosco A2	-763158296	32631950	-76.53286	3.44220833
501003	40	SANBO4	San Bosco B2	-763155590	32632472	-76.53210833	3.44235333
501050	40	7AGO1	7 de Agosto A1	-762913440	32643122	-76.48706667	3.44531167
501051	40	7AGO2	7 de Agosto B1	-762913761	32642750	-76.48715583	3.44520833
501052	40	7AGO3	7 de Agosto A2	-762914994	32642630	-76.48749833	3.445175
501053	40	7AGO4	7 de Agosto B2	-762912210	32643290	-76.486725	3.44535833
501100	40	TREB1	Trebol A1	-762946062	32636948	-76.49612833	3.44359667
501101	40	TREB2	Trebol B1	-762945060	32636558	-76.49585	3.44348833
501150	40	VICOL1	Villa Colombia A1	-762956376	32638172	-76.49899333	3.44393667
501151	40	VICOL2	Villa Colombia B1	-762955206	32637560	-76.49866833	3.44376667
501200	40	CHAPI1	Chapinero A1	-763008520	32639714	-76.50236667	3.444365
501201	40	CHAPI2	Chapinero B1	-763007482	32639336	-76.50207833	3.44426
501250	40	ATGI1	Atanasio Girardot A1	-763030210	32641556	-76.50839167	3.44487667
501251	40	ATGI2	Atanasio Girardot B1	-763029286	32641214	-76.508135	3.44478167
513198	40	K1DC59	Kr 1D entre Cl 59 y 59B	-762948503	32824174	-76.49680639	3.47338167
513200	40	C62K1D	Cl 62 entre Kr 1D y 1D Bis	-762935867	32826090	-76.49329639	3.47391389
513201	40	C62K1G	Cl 62 entre Kr 1G y 1G1	-762934413	32821290	-76.4928925	3.47258056
513202	40	C62K2B1	Cl 62 entre Kr 2 y 2B1	-762931253	32810490	-76.49201472	3.46958056
513204	40	K1C38	Kr 1 entre Cl 38 y 35	-763051265	32755102	-76.51424028	3.46530611
513205	40	C34K2AN	Cl 34 entre Kr 2AN y 5N	-763059328	32759203	-76.51648	3.46644528
513206	40	K5C38A	Kr 5 entre Cl 38A y 39	-763056203	32806982	-76.51561194	3.46860611
513207	40	K5C42A	Kr 5 entre Cl 42 y 42A	-763046910	32815186	-76.51303056	3.470885
513210	40	K5C51A	Kr 5 entre Cl 51A y 51B	-763024493	32839149	-76.50680361	3.47754139
513211	40	K5NC63	Kr 5N entre Cl 63N y 65N	-763005529	32903533	-76.50153583	3.48431472
513215	40	K2C70	Kr 2 entre Cl 70 y 69	-762915134	32821213	-76.48753722	3.47255917
513216	40	C44K6N	Cl 44 entre Kr 6N y 5N	-763044142	32821108	-76.51226167	3.47253
513218	40	C44K1D	Cl 44 entre Kr 1D1 y 1D	-763033484	32808459	-76.50930111	3.46901639
513219	40	C44K1D1	Cl 44 entre Kr 1D1 y 1H	-763033276	32805366	-76.50924333	3.46815722
513220	40	C44K2	Cl 44 entre Kr 2 y 2B	-763030403	32754135	-76.50844528	3.4650375
513222	40	C44K6A	Cl 44 entre Kr 7 y 6A	-763024672	32733899	-76.50685333	3.45941639
513224	40	C44K1E	Cl 44 entre Kr 2 y 1E	-763030617	32757925	-76.50850472	3.46609028
513231	40	C70K1B	Cl 70 entre Kr 1B y 1B1	-762920946	32844831	-76.48915167	3.47911972
513232	40	C44K4B1	Cl 44 entre Kr 4B y 4	-763027051	32743926	-76.50751417	3.46220167
513233	40	C44K6B1	Cl 44 entre Kr 6B y 6C	-763025236	32733248	-76.50701	3.45923556
513234	40	C44K4A1	Cl 44 entre Kr 4 y 4A	-763027803	32744082	-76.50772306	3.462245
513235	40	C44K2N	Cl 44 entre Kr 2N y 3AN	-763038386	32815473	-76.51066278	3.47096472
513236	40	C44K7N	Cl 44 entre Kr 6N y 7N	-763044918	32823033	-76.51247722	3.47306472
513237	40	C73AK1A	Cl 73A entre Kr 1A y 1A1	-762909871	32928372	-76.48607528	3.49121444
513238	40	C76K1A4A	Cl 76 entre Kr 1A4A Y 1A4A BIS	-762906465	32919687	-76.48512917	3.48880194
513239	40	C76K1A5A	Cl 76 entre Kr 1A5A BIS y 1A5B	-762904243	32911797	-76.48451194	3.48661028
513240	40	C76K1A7	Cl 76 entre Kr 1A7 y 1A7 BIS	-762901273	32904037	-76.48368694	3.48445472
513241	40	K1A12C76	Kr 1A12 entre Cl 76 y 73A	-762901086	32857751	-76.483635	3.48270861
513243	40	C73AK1A5	Cl 73A entre Kr 1A5D y 1A5C BIS	-762906324	32910053	-76.48509	3.48612583
513244	40	C73AK1A4	Cl 73A entre Kr 1A4B1 y 1A4B	-762908208	32917766	-76.48561333	3.48826833
513245	40	C73AK1A1	Cl 73A entre Kr 1A1 y 1A	-762909509	32928443	-76.48597472	3.49123417
513247	40	C52A2AN8	Cl 52 entre Av 2AN y Kr 8	-763029271	32848023	-76.50813083	3.48000639
513248	40	C52K5N	Cl 52 entre Kr 5N y 4N	-763021361	32840283	-76.50593361	3.47785639
513251	40	C70K4CN	Cl 70 entre Kr 4CN y 5N	-763000942	32916230	-76.50026167	3.48784167
513252	40	C70K6N	Cl 70 entre Kr 6N y 5N	-763004119	32913893	-76.50114417	3.4871925
513253	40	C70A2N1	Cl 70 entre Av 2N y 2Bis	-763024348	32923472	-76.50676333	3.48985333
513254	40	C70A2BS1	Cl 70 entre Av 2Bis y 2N	-763022776	32921420	-76.50632667	3.48928333
513255	40	C70A2BIS	Cl 70 entre Av 2Bis y 3N	-763031362	32924774	-76.50871167	3.490215
513257	40	C70A3BN2	Cl 70 entre Av 3N y 3BN	-763042675	32928355	-76.51185417	3.49120972
513258	40	C70A3BN1	Cl 70 entre Av 3BN y 3N	-763041724	32926652	-76.51159	3.49073667
513259	40	C70A3DN	Cl 70 entre Av 3CN y 4N	-763100422	32934235	-76.51678389	3.49284306
513260	40	C70A4N2	Cl 70 entre Av 4N y 3CN	-763100264	32932922	-76.51674	3.49247833
513261	40	C70A4N1	Cl 70 entre Av 4N y 6N	-763108659	32936702	-76.51907194	3.49352833
513262	40	C70A6N-2	Cl 70 entre Av 6N y 4N 2	-763110044	32935850	-76.51945667	3.49329167
513263	40	A6NA70N	Av 6N entre Cl 67 y Av 70N	-763125140	32933067	-76.52365	3.49251861
513264	40	A6NC652	Av 6N entre Cl 52 y 67	-763124390	32933516	-76.52344167	3.49264333
513265	40	A6NC501	Av 6N entre Cl 49 y 48	-763132910	32915126	-76.52580833	3.487535
513266	40	A6NC502	Av 6N entre Cl 49 y 50N	-763132074	32914856	-76.52557611	3.48746
513267	40	A6NC471	Av 6N entre Cl 47 y 44B	-763133410	32901370	-76.52594722	3.48371389
513268	40	A6NC472	Av 6N entre Cl 45 y 47N	-763132124	32902394	-76.52559	3.48399833
513269	40	A6NC411	Av 6N entre Cl 41 y 40	-763132965	32844955	-76.52582361	3.47915417
513270	40	A6NC40-2	Av 6N entre Cl 40 Y 42	-763130431	32847731	-76.52511972	3.47992528
513271	40	A6ANC29	Av 6AN entre Cl 35 y 29	-763144593	32817229	-76.52905361	3.4714525
513273	40	A6ANC22	Av 6AN entre Cl 22A y 22	-763152149	32751286	-76.5311525	3.46424611
513279	40	A6NC23	Av 6N entre Cl 23 y 24N	-763148558	32756028	-76.530155	3.46556333
513280	40	A6NC252	Av 6N entre Cl 25 y 26N	-763146146	32804062	-76.529485	3.467795
513281	40	A6NC292	Av 6N entre Cl 29 y 30N	-763139420	32813596	-76.52761667	3.47044333
513282	40	K1FNC73	Kr 1FN con Cl 77 y 73	-762922407	32936924	-76.4895575	3.49359
513288	40	K5NC63N	Kr 5N entre Cl 63N y 65N	-763005474	32904280	-76.50152056	3.48452222
513289	40	C52K4N	Cl 52 entre Kr 4N y 5N	-763019685	32839853	-76.50546806	3.47773694
513290	40	C70K4C	Cl 70 entre Kr 3 y 4C	-762910608	32811248	-76.48628	3.46979111
513291	40	K5C44B	Kr 5 entre Cl 44 y 44B	-763024462	32739044	-76.506795	3.46084556
513292	40	K5C45C	Kr 5 entre Cl 45C y 45	-763018464	32741229	-76.50512889	3.4614525
513293	40	K2ANC81	Kr 2AN entre Cl 73 y 81	-762918155	32942814	-76.48837639	3.49522611
513294	40	C84K2AN	Cl 84 entre Kr 2NBis y 2AN	-762916311	32948280	-76.48786417	3.49674444
513295	40	K3NC83B	Kr 3N entre Cl 83B y 83A	-762922658	32949372	-76.48962722	3.49704778
513296	40	K3NC76	Kr 3N entre Cl 76 y 75	-762926851	32941306	-76.49079194	3.49480722
513297	40	K3NC72F	Kr 3N entre Cl 72F y 72E	-762931940	32931193	-76.49220556	3.49199806
513298	40	K3NC72A	Kr 3N entre Cl 72A y 72	-762937158	32923484	-76.493655	3.48985667
513299	40	C71IK3B	Cl 71I entre Kr 3B y 3EN	-762944872	32922791	-76.49579778	3.48966417
513300	40	C70K3D	Cl 70 entre Kr 3D y 3C	-762907171	32810065	-76.48532528	3.4694625
514001	40	C16K1001	Cl 16 entre Kr 100 y 98	-763145975	32212400	-76.5294375	3.37011111
514002	40	C70K11C	Cl 70 entre Kr 11C y 11B	-762919137	32650533	-76.48864917	3.44737028
514003	40	C70K11E	Cl 70 entre Kr 11A y 11E	-762924234	32648492	-76.490065	3.44680333
514009	40	C70K7LB	Cl 70 entre Kr 7LBis y 7L	-762859989	32727088	-76.48333028	3.45752444
514010	40	C70K7L	Cl 70 entre Kr 7L y 7LBis	-762903018	32727600	-76.48417167	3.45766667
514012	40	C70K7EB	Cl 70 entre Kr 7EBis y 7J	-762900456	32738190	-76.48346	3.46060833
514013	40	C70K7C	Cl 70 entre Kr 7C y 7BBis	-762900336	32749512	-76.48342667	3.46375333
514014	40	C70K7BB	Cl 70 entre Kr 7BBis y 7C	-762903102	32748240	-76.484195	3.4634
514017	40	K15C73	Kr 15 entre Cl 73 y 74	-762858629	32646601	-76.4829525	3.44627806
514019	40	C44K12	Cl 44 entre Kr 12 y 11D	-763014862	32656759	-76.50412833	3.44909972
501300	40	FLORE1	Floresta A1	-763052950	32643182	-76.51470833	3.44532833
501301	40	FLORE2	Floresta B1	-763051978	32642870	-76.51443833	3.44524167
501350	40	BELAL1	Belalcazar A1	-763115126	32638922	-76.52086833	3.444145
501351	40	BELAL2	Belalcazar B1	-763113998	32639114	-76.520555	3.44419833
501401	40	SANPAS2	San Pascual B1	-763139708	32633546	-76.52769667	3.44265167
501402	40	SANPAS3	San Pascual A2	-763139246	32633792	-76.52756833	3.44272
501403	40	SANPAS4	San Pascual B2	-763138262	32633594	-76.527295	3.442665
501405	40	SANPAS6	San Pascual B3	-763136504	32633342	-76.52680667	3.442595
501450	40	SUCRE2	Sucre B1	-763134416	32636792	-76.52622667	3.44355333
501451	40	SUCRE4	Sucre B2	-763134932	32638418	-76.52637	3.444005
501452	40	SUCRE6	Sucre B3	-763135562	32640044	-76.526545	3.44445667
501501	40	PTCUY4	Petecuy B2	-763140554	32657030	-76.52793167	3.449175
