"","country","long","lat","program","year","investment","invLog"
"104456","Papua_New_Guinea",-146.86,-6.12,"PC","1988",1738000,6.24004977211265
"104465","Paraguay",58.39,-23.24,"NC","1988",350000,5.54406804435028
"104467","Paraguay",58.39,-23.24,"OAGP","1988",756000,5.87852179550121
"104469","Paraguay",58.39,-23.24,"OUSAID","1988",833000,5.92064500140679
"104470","Paraguay",58.39,-23.24,"PC","1988",2509000,6.39950066131461
"104476","Peru",75.11,-9.21,"ESFSS","1988",5e+05,5.69897000433602
"104482","Peru",75.11,-9.21,"NC","1988",7500000,6.8750612633917
"104484","Peru",75.11,-9.21,"OAGP","1988",228000,5.35793484700045
"104486","Peru",75.11,-9.21,"OUSAID","1988",27521000,7.43966421032625
"104490","Peru",75.11,-9.21,"T1","1988",2e+07,7.30102999566398
"104491","Peru",75.11,-9.21,"T2","1988",15021000,7.17669884611857
"104496","Philippines",-122.71,12.02,"ESFSS","1988",1.5e+07,7.17609125905568
"104501","Philippines",-122.71,12.02,"NC","1988",30000,4.47712125471966
"104505","Philippines",-122.71,12.02,"OUSAID","1988",62677000,7.79710820102843
"104507","Philippines",-122.71,12.02,"PC","1988",5459000,6.73711309430596
"104509","Philippines",-122.71,12.02,"T1","1988",3e+07,7.47712125471966
"104510","Philippines",-122.71,12.02,"T2","1988",27947000,7.44633519492824
"104512","Poland",-19.38,52.15,"ESFSS","1988",1e+06,6
"104519","Poland",-19.38,52.15,"OUSAID","1988",5775000,6.76155198856418
"104525","Portugal",8.35,39.64,"ESFSS","1988",32013000,7.50532637462511
"104576","Rwanda",-29.92,-2,"OUSAID","1988",5428000,6.7346398389877
"104577","Rwanda",-29.92,-2,"PC","1988",306000,5.48572142648158
"104579","Rwanda",-29.92,-2,"T2","1988",1298000,6.11327469246435
"104583","Samoa",-172.89,-13.49,"PC","1988",1129000,6.05269394192497
"104592","Sao_Tome_and_Principe",-6.73,0.35,"OUSAID","1988",315000,5.4983105537896
"104594","Sao_Tome_and_Principe",-6.73,0.35,"T2","1988",246000,5.39093510710338
"104616","Senegal",14.6,14.9,"OUSAID","1988",23768000,7.37599263879561
"104617","Senegal",14.6,14.9,"PC","1988",2790000,6.4456042032736
"104619","Senegal",14.6,14.9,"T1","1988",5e+06,6.69897000433602
"104620","Senegal",14.6,14.9,"T2","1988",5563000,6.74530905994083
"104646","Seychelles",-54.56,-5.42,"ESFSS","1988",3e+06,6.47712125471966
"104649","Seychelles",-54.56,-5.42,"OUSAID","1988",80000,4.90308998699194
"104650","Seychelles",-54.56,-5.42,"PC","1988",328000,5.51587384371168
"104651","Seychelles",-54.56,-5.42,"T2","1988",111000,5.04532297878666
"104663","Sierra_Leone",11.84,8.52,"OUSAID","1988",802000,5.90417436828416
"104664","Sierra_Leone",11.84,8.52,"PC","1988",3943000,6.59582677707322
"104666","Sierra_Leone",11.84,8.52,"T1","1988",4e+06,6.60205999132796
"104667","Sierra_Leone",11.84,8.52,"T2","1988",1449000,6.16106838547117
"104691","Somalia",-47.17,9.46,"ESFSS","1988",4e+06,6.60205999132796
"104698","Somalia",-47.17,9.46,"OUSAID","1988",6057000,6.7822575736633
"104702","Somalia",-47.17,9.46,"T2","1988",12140000,7.08421868673924
"104706","South_Africa",-25.06,-29.05,"ESFSS","1988",3400000,6.53147891704226
"104715","South_Africa",-25.06,-29.05,"OUSAID","1988",22417000,7.35057749181728
"104732","Spain",3.55,40.4,"ESFSS","1988",3202000,6.50542132758328
"104747","Sri_Lanka",-80.68,7.79,"OUSAID","1988",27554000,7.44018465407089
"104748","Sri_Lanka",-80.68,7.79,"PC","1988",767000,5.88479536394898
"104750","Sri_Lanka",-80.68,7.79,"T1","1988",2.6e+07,7.41497334797082
"104751","Sri_Lanka",-80.68,7.79,"T2","1988",906000,5.95712819767681
"104774","Sub_Saharan_Africa_not_specified",-16.09,8.55,"OUSAID","1988",65061000,7.81332073418629
"104790","Sudan",-30.22,16.24,"OUSAID","1988",17066000,7.23213174129662
"104793","Sudan",-30.22,16.24,"T1","1988",4e+07,7.60205999132796
"104794","Sudan",-30.22,16.24,"T2","1988",6136000,6.78788535094092
"104815","Swaziland",-31.5,-26.57,"OUSAID","1988",16116000,7.20725725871634
"104816","Swaziland",-31.5,-26.57,"PC","1988",1519000,6.18155777386279
"104818","Swaziland",-31.5,-26.57,"T2","1988",745000,5.87215627274829
"104862","Tanzania",-34.85,-6.31,"OUSAID","1988",8603000,6.93464992290071
"104864","Tanzania",-34.85,-6.31,"PC","1988",1203000,6.08026562733984
"104867","Tanzania",-34.85,-6.31,"T2","1988",5761000,6.76049787522653
"104871","Thailand",-101.1,15.23,"ESFSS","1988",5e+06,6.69897000433602
"104876","Thailand",-101.1,15.23,"NC","1988",3935000,6.59494473669508
"104880","Thailand",-101.1,15.23,"OUSAID","1988",19864000,7.29806670654651
"104882","Thailand",-101.1,15.23,"PC","1988",3327000,6.52205280086882
"104907","Togo",-0.98,8.51,"OUSAID","1988",4360000,6.63948648926859
"104908","Togo",-0.98,8.51,"PC","1988",3276000,6.51534389308838
"104911","Togo",-0.98,8.51,"T2","1988",3246000,6.51134851549021
"104920","Trinidad_and_Tobago",61.15,10.7,"NC","1988",10000,4
"104929","Tunisia",-9.75,34.36,"ESFSS","1988",10845000,7.03522955635021
"104934","Tunisia",-9.75,34.36,"OUSAID","1988",817000,5.91222205653242
"104935","Tunisia",-9.75,34.36,"PC","1988",1568000,6.19534605834842
"104937","Tunisia",-9.75,34.36,"T1","1988",2.7e+07,7.43136376415899
"104938","Tunisia",-9.75,34.36,"T2","1988",1676000,6.22427401429426
"104942","Turkey",-34.93,39.05,"ESFSS","1988",3.2e+07,7.50514997831991
"104945","Turkey",-34.93,39.05,"NC","1988",350000,5.54406804435028
"104980","Uganda",-32.39,1.28,"OUSAID","1988",24619000,7.3912704083312
"104984","Uganda",-32.39,1.28,"T2","1988",1306000,6.11594317693906
"105021","Uruguay",56.01,-32.86,"NC","1988",50000,4.69897000433602
"105054","Venezuela",66.15,7.67,"NC","1988",224000,5.35024801833416
"105055","Venezuela",66.15,7.67,"OAGP","1988",46000,4.66275783168157
"105098","West_Bank_Gaza",-35.26,31.95,"T2","1988",1655000,6.21879799811174
"105111","World_not_specified",40,30,"ESFSS","1988",375000,5.57403126772772
"105115","World_not_specified",40,30,"MRA","1988",351259000,8.54562746060072
"105117","World_not_specified",40,30,"NC","1988",25087000,7.39944872981423
"105119","World_not_specified",40,30,"OAGP","1988",25709000,7.41008518426915
"105121","World_not_specified",40,30,"OUSAID","1988",1248939000,9.09654122731702
"105123","World_not_specified",40,30,"PC","1988",32339000,7.50972658634353
"105126","World_not_specified",40,30,"T2","1988",211938000,8.32620883170245
"105128","World_not_specified",40,30,"VCMO","1988",1205570000,9.08119243224241
"105139","Yemen",-47.91,15.34,"OUSAID","1988",22383000,7.34991829470926
"105140","Yemen",-47.91,15.34,"PC","1988",1308000,6.11660774398825
"105142","Yemen",-47.91,15.34,"T1","1988",1e+07,7
"105157","Zambia",-28,-14.2,"OUSAID","1988",13320000,7.12450422483428
"105160","Zambia",-28,-14.2,"T1","1988",1e+07,7
"105174","Zimbabwe",-29.87,-19,"OUSAID","1988",13089000,7.11690646770648
"105179","Afghanistan",-66.03,33.83,"CSH","1989",0,-Inf
"105180","Afghanistan",-66.03,33.83,"DDS","1989",0,-Inf
"105196","Afghanistan",-66.03,33.83,"T2","1989",57382000,7.75877568113247
"105239","Angola",-17.54,-12.33,"T2","1989",2232000,6.34869419026554
"105244","Argentina",65.16,-35.63,"ESFSS","1989",2e+05,5.30102999566398
"105247","Argentina",65.16,-35.63,"NC","1989",312000,5.49415459401844
"105249","Argentina",65.16,-35.63,"OAGP","1989",415000,5.61804809671209
"105274","Asia_not_specified",-106.46,36.42,"ESFSS","1989",78561000,7.89520700293212
"105279","Asia_not_specified",-106.46,36.42,"NC","1989",1e+05,5
"105281","Asia_not_specified",-106.46,36.42,"OAGP","1989",28000,4.44715803134222
"105283","Asia_not_specified",-106.46,36.42,"OUSAID","1989",42973000,7.63319567339455
"105285","Asia_not_specified",-106.46,36.42,"PC","1989",810000,5.90848501887865
"105316","Bahamas_The",77.64,23.99,"NC","1989",1370000,6.13672056715641
"105340","Bangladesh",-90.06,24.31,"OUSAID","1989",52609000,7.72106004673901
"105342","Bangladesh",-90.06,24.31,"S416","1989",25444000,7.40558538690449
"105343","Bangladesh",-90.06,24.31,"T1","1989",8e+07,7.90308998699194
"105344","Bangladesh",-90.06,24.31,"T2","1989",22630000,7.35468455395473
"105348","Barbados",59.55,13.18,"NC","1989",394000,5.59549622182557
"105351","Barbados",59.55,13.18,"OUSAID","1989",250000,5.39794000867204
"105375","Belize",-88.63,17.33,"NC","1989",2e+05,5.30102999566398
"105376","Belize",-88.63,17.33,"OAGP","1989",323000,5.5092025223311
"105378","Belize",-88.63,17.33,"OUSAID","1989",7600000,6.88081359228079
"105380","Belize",-88.63,17.33,"PC","1989",2445000,6.38827886345964
"105392","Benin",2.34,-9.62,"OAGP","1989",8000,3.90308998699194
"105395","Benin",2.34,-9.62,"PC","1989",1650000,6.21748394421391
"105396","Benin",2.34,-9.62,"S416","1989",339000,5.53019969820308
"105397","Benin",2.34,-9.62,"T2","1989",2601000,6.41514035219587
"105400","Bhutan",-90.43,27.42,"T2","1989",458000,5.66086547800387
"105404","Bolivia",64.67,-16.71,"ESFSS","1989",11850000,7.07371835034612
"105409","Bolivia",64.67,-16.71,"NC","1989",1e+07,7
"105410","Bolivia",64.67,-16.71,"OAGP","1989",428000,5.63144376901317
"105412","Bolivia",64.67,-16.71,"OUSAID","1989",24610000,7.3911116137028
"105415","Bolivia",64.67,-16.71,"S416","1989",155000,5.19033169817029
"105416","Bolivia",64.67,-16.71,"T1","1989",1.7e+07,7.23044892137827
"105417","Bolivia",64.67,-16.71,"T2","1989",16284000,7.21176109370736
"105442","Botswana",-23.81,-22.19,"OAGP","1989",120000,5.07918124604763
"105444","Botswana",-23.81,-22.19,"OUSAID","1989",8761000,6.94255368033421
"105445","Botswana",-23.81,-22.19,"PC","1989",3861000,6.58669980162405
"105446","Botswana",-23.81,-22.19,"S416","1989",856000,5.93247376467715
"105447","Botswana",-23.81,-22.19,"T2","1989",1309000,6.11693964655076
"105456","Brazil",52.97,-10.81,"NC","1989",2e+05,5.30102999566398
"105458","Brazil",52.97,-10.81,"OAGP","1989",779000,5.89153745767256
"105465","Brazil",52.97,-10.81,"T2","1989",1229000,6.08955188288645
"105490","Burkina_Faso",1.75,12.28,"OAGP","1989",43000,4.63346845557959
"105492","Burkina_Faso",1.75,12.28,"OUSAID","1989",6045000,6.78139630519679
"105494","Burkina_Faso",1.75,12.28,"S416","1989",1090000,6.03742649794062
"105495","Burkina_Faso",1.75,12.28,"T2","1989",5856000,6.76760106805034
"105503","Burma_Myanmar_",-96.11,21.41,"NC","1989",120000,5.07918124604763
"105519","Burundi",-29.89,-3.37,"OUSAID","1989",2078000,6.31764554322116
"105520","Burundi",-29.89,-3.37,"PC","1989",797000,5.90145832139611
"105523","Burundi",-29.89,-3.37,"T2","1989",67000,4.82607480270083
"105550","Cameroon",-12.72,5.68,"OAGP","1989",301000,5.47856649559384
"105552","Cameroon",-12.72,5.68,"OUSAID","1989",32780000,7.51560894923448
"105553","Cameroon",-12.72,5.68,"PC","1989",3494000,6.54332290064691
"105565","Cape_Verde",24.03,16.32,"OAGP","1989",9000,3.95424250943932
"105567","Cape_Verde",24.03,16.32,"OUSAID","1989",2656000,6.42422807069598
"105568","Cape_Verde",24.03,16.32,"PC","1989",52000,4.7160033436348
"105570","Cape_Verde",24.03,16.32,"T2","1989",2180000,6.33845649360461
"105574","Caribbean_not_specified",76.64,20.38,"ESFSS","1989",10225000,7.00966331667938
"105578","Caribbean_not_specified",76.64,20.38,"NC","1989",233000,5.36735592102602
"105580","Caribbean_not_specified",76.64,20.38,"OAGP","1989",385000,5.5854607295085
"105581","Caribbean_not_specified",76.64,20.38,"OUSAID","1989",19329000,7.28620938606601
"105583","Caribbean_not_specified",76.64,20.38,"PC","1989",4126000,6.61552922363713
"105584","Caribbean_not_specified",76.64,20.38,"S416","1989",906000,5.95712819767681
"105592","Central_African_Republic",-20.49,6.57,"OUSAID","1989",2142000,6.33081946649584
"105593","Central_African_Republic",-20.49,6.57,"PC","1989",2485000,6.39532639306935
"105596","Central_African_Republic",-20.49,6.57,"T2","1989",304000,5.48287358360875
"105601","Central_America_not_specified",-92.26,14.89,"ESFSS","1989",3563000,6.55181582235102
"105610","Central_America_not_specified",-92.26,14.89,"OUSAID","1989",44032000,7.6437684122194
"105614","Chad",-18.94,15.94,"ESFSS","1989",1e+07,7
"105621","Chad",-18.94,15.94,"OUSAID","1989",6109000,6.78597012513201
"105622","Chad",-18.94,15.94,"PC","1989",873000,5.94101424370557
"105624","Chad",-18.94,15.94,"T2","1989",3017000,6.47957531017499
"105627","Chile",72.44,-39.12,"ESFSS","1989",202000,5.30535136944662
"105632","Chile",72.44,-39.12,"OAGP","1989",1017000,6.00732095292274
"105634","Chile",72.44,-39.12,"OUSAID","1989",1144000,6.05842602445701
"105637","Chile",72.44,-39.12,"S416","1989",2953000,6.47026344696508
"105680","Colombia",73.28,4,"NC","1989",1e+07,7
"105682","Colombia",73.28,4,"OAGP","1989",974000,5.98855895687862
"105689","Colombia",73.28,4,"T2","1989",91000,4.95904139232109
"105694","Comoros",-43.82,-11.83,"OUSAID","1989",768000,5.88536122003151
"105695","Comoros",-43.82,-11.83,"PC","1989",338000,5.52891670027766
"105696","Comoros",-43.82,-11.83,"T2","1989",125000,5.09691001300806
"105705","Congo_Brazzaville",-15.29,-4.27,"OAGP","1989",88000,4.94448267215017
"105707","Congo_Brazzaville",-15.29,-4.27,"OUSAID","1989",578000,5.76192783842053
"105709","Congo_Brazzaville",-15.29,-4.27,"S416","1989",2488000,6.39585037601878
"105711","Congo_Brazzaville",-15.29,-4.27,"T2","1989",152000,5.18184358794477
"105724","Congo_Kinshasa",-15.32,-4.31,"OUSAID","1989",36416000,7.56129224037896
"105725","Congo_Kinshasa",-15.32,-4.31,"PC","1989",3275000,6.5152113043278
"105727","Congo_Kinshasa",-15.32,-4.31,"T1","1989",2.4e+07,7.38021124171161
"105728","Congo_Kinshasa",-15.32,-4.31,"T2","1989",572000,5.75739602879302
"105732","Costa_Rica",83.88,10,"ESFSS","1989",93462000,7.97063507028631
"105735","Costa_Rica",83.88,10,"NC","1989",367000,5.56466606425209
"105736","Costa_Rica",83.88,10,"OAGP","1989",211000,5.32428245529769
"105738","Costa_Rica",83.88,10,"OUSAID","1989",21338000,7.32915371079282
"105739","Costa_Rica",83.88,10,"PC","1989",3547000,6.54986118847194
"105740","Costa_Rica",83.88,10,"S416","1989",3297000,6.51811894714315
"105742","Costa_Rica",83.88,10,"T2","1989",71000,4.85125834871908
"105755","Cote_d_Ivoire",5.55,7.6,"OUSAID","1989",1302000,6.11461098423217
"105757","Cote_d_Ivoire",5.55,7.6,"S416","1989",1706000,6.2319790268315
"105758","Cote_d_Ivoire",5.55,7.6,"T1","1989",5e+06,6.69897000433602
"105759","Cote_d_Ivoire",5.55,7.6,"T2","1989",506000,5.7041505168398
"105780","Cyprus",-33.29,35.05,"ESFSS","1989",2e+07,7.30102999566398
"105801","Djibouti",-42.63,11.74,"ESFSS","1989",3044000,6.48344464809854
"105809","Djibouti",-42.63,11.74,"OUSAID","1989",45000,4.65321251377534
"105826","Dominican_Republic",70.34,19.05,"NC","1989",680000,5.83250891270624
"105828","Dominican_Republic",70.34,19.05,"OAGP","1989",165000,5.21748394421391
"105830","Dominican_Republic",70.34,19.05,"OUSAID","1989",20126000,7.30375746835381
"105831","Dominican_Republic",70.34,19.05,"PC","1989",2673000,6.42699895875654
"105832","Dominican_Republic",70.34,19.05,"S416","1989",33203000,7.52117732540837
"105833","Dominican_Republic",70.34,19.05,"T1","1989",2e+07,7.30102999566398
"105834","Dominican_Republic",70.34,19.05,"T2","1989",5080000,6.70586371228392
"105863","Ecuador",78.87,-1.42,"ESFSS","1989",9100000,6.95904139232109
"105867","Ecuador",78.87,-1.42,"NC","1989",1e+06,6
"105869","Ecuador",78.87,-1.42,"OAGP","1989",179000,5.25285303097989
"105871","Ecuador",78.87,-1.42,"OUSAID","1989",17572000,7.24482119459328
"105873","Ecuador",78.87,-1.42,"PC","1989",3526000,6.5472823079633
"105874","Ecuador",78.87,-1.42,"S416","1989",8507000,6.9297764328049
"105876","Ecuador",78.87,-1.42,"T2","1989",668000,5.82477646247555
"105880","Egypt",-29.87,26.75,"ESFSS","1989",8.15e+08,8.91115760873998
"105884","Egypt",-29.87,26.75,"NC","1989",39000,4.5910646070265
"105886","Egypt",-29.87,26.75,"OAGP","1989",12000,4.07918124604763
"105888","Egypt",-29.87,26.75,"OUSAID","1989",1499000,6.17580163284828
"105890","Egypt",-29.87,26.75,"T1","1989",150450000,8.1773921920761
"105891","Egypt",-29.87,26.75,"T2","1989",1187000,6.07445071895459
"105895","El_Salvador",88.87,13.67,"ESFSS","1989",190887000,8.28077635259215
"105901","El_Salvador",88.87,13.67,"NC","1989",250000,5.39794000867204
"105905","El_Salvador",88.87,13.67,"OUSAID","1989",62288000,7.79440438637409
"105907","El_Salvador",88.87,13.67,"S416","1989",5787000,6.76245348236355
"105908","El_Salvador",88.87,13.67,"T1","1989",4e+07,7.60205999132796
"105909","El_Salvador",88.87,13.67,"T2","1989",8082000,6.90751884610663
"105914","Equatorial_Guinea",-10.37,1.53,"OUSAID","1989",1030000,6.01283722470517
"105915","Equatorial_Guinea",-10.37,1.53,"PC","1989",258000,5.41161970596323
"105955","Ethiopia",-39.63,8.62,"OAGP","1989",1000,3
"105957","Ethiopia",-39.63,8.62,"OUSAID","1989",631000,5.80002935924413
"105959","Ethiopia",-39.63,8.62,"S416","1989",5177000,6.71407816498186
"105961","Ethiopia",-39.63,8.62,"T2","1989",27271000,7.43570106337321
"106008","Gabon",-11.74,-0.63,"PC","1989",2144000,6.33122478102073
"106019","Gambia_The",15.49,13.44,"OUSAID","1989",3900000,6.5910646070265
"106020","Gambia_The",15.49,13.44,"PC","1989",1153000,6.0618293072947
"106023","Gambia_The",15.49,13.44,"T2","1989",3269000,6.51441492058037
"106060","Ghana",1.2,7.92,"OAGP","1989",323000,5.5092025223311
"106062","Ghana",1.2,7.92,"OUSAID","1989",10313000,7.01338501774969
"106064","Ghana",1.2,7.92,"PC","1989",1940000,6.28780172993023
"106066","Ghana",1.2,7.92,"T1","1989",6e+06,6.77815125038364
"106067","Ghana",1.2,7.92,"T2","1989",12364000,7.09215899639127
"106081","Grenada",61.64,12.2,"OAGP","1989",148000,5.17026171539496
"106087","Guatemala",90.16,15.48,"ESFSS","1989",8e+07,7.90308998699194
"106092","Guatemala",90.16,15.48,"NC","1989",925000,5.96614173273903
"106093","Guatemala",90.16,15.48,"OAGP","1989",182000,5.26007138798508
"106095","Guatemala",90.16,15.48,"OUSAID","1989",34169000,7.53363226879476
"106096","Guatemala",90.16,15.48,"PC","1989",4173000,6.62044838471171
"106097","Guatemala",90.16,15.48,"S416","1989",1216000,6.08493357493672
"106098","Guatemala",90.16,15.48,"T1","1989",17100000,7.23299611039215
"106099","Guatemala",90.16,15.48,"T2","1989",10325000,7.01389006032844
"106109","Guinea",-146.86,-6.12,"OAGP","1989",51000,4.70757017609794
"106111","Guinea",-146.86,-6.12,"OUSAID","1989",15605000,7.19326377300135
"106112","Guinea",-146.86,-6.12,"PC","1989",1341000,6.1274287778516
"106113","Guinea",-146.86,-6.12,"S416","1989",180000,5.25527250510331
"106115","Guinea",-146.86,-6.12,"T2","1989",6558000,6.81677141233335
"106125","Guinea_Bissau",15.16,11.9,"OUSAID","1989",2343000,6.36977228859696
"106126","Guinea_Bissau",15.16,11.9,"PC","1989",662000,5.8208579894397
"106128","Guinea_Bissau",15.16,11.9,"T2","1989",460000,5.66275783168157
"106142","Guyana",59.05,5.1,"T1","1989",7e+06,6.84509804001426
"106148","Haiti",72.44,19.09,"ESFSS","1989",12200000,7.08635983067475
"106153","Haiti",72.44,19.09,"NC","1989",498000,5.69722934275972
"106154","Haiti",72.44,19.09,"OAGP","1989",423000,5.62634036737504
"106156","Haiti",72.44,19.09,"OUSAID","1989",28096000,7.44864449422601
"106157","Haiti",72.44,19.09,"PC","1989",198000,5.29666519026153
"106160","Haiti",72.44,19.09,"T2","1989",22088000,7.34415639363121
"106166","Honduras",86.27,14.97,"ESFSS","1989",1.5e+07,7.17609125905568
"106173","Honduras",86.27,14.97,"NC","1989",255000,5.40654018043396
"106174","Honduras",86.27,14.97,"OAGP","1989",674000,5.82865989653532
"106176","Honduras",86.27,14.97,"OUSAID","1989",38007000,7.57986359086423
"106177","Honduras",86.27,14.97,"PC","1989",6269000,6.79719826983896
"106178","Honduras",86.27,14.97,"S416","1989",6953000,6.84217222938562
"106179","Honduras",86.27,14.97,"T1","1989",1.8e+07,7.25527250510331
"106180","Honduras",86.27,14.97,"T2","1989",3216000,6.50731604007641
"106188","Hungary",-19.42,47.17,"OUSAID","1989",255000,5.40654018043396
"106207","India",-79.14,22.67,"OUSAID","1989",45507000,7.65807820605374
"106210","India",-79.14,22.67,"S416","1989",34107000,7.53284352120324
"106212","India",-79.14,22.67,"T2","1989",118078000,8.07216898848032
"106227","Indonesia",-119.52,-2.96,"OUSAID","1989",50024000,7.69917841567261
"106230","Indonesia",-119.52,-2.96,"S416","1989",151000,5.17897694729317
"106231","Indonesia",-119.52,-2.96,"T1","1989",13500000,7.13033376849501
"106232","Indonesia",-119.52,-2.96,"T2","1989",6581000,6.8182918908
"106263","Israel",-34.82,31.61,"ESFSS","1989",1.2e+09,9.07918124604763
"106285","Jamaica",77.36,18.24,"ESFSS","1989",12900000,7.11058971029925
"106287","Jamaica",77.36,18.24,"NC","1989",1e+06,6
"106289","Jamaica",77.36,18.24,"OAGP","1989",171000,5.23299611039215
"106291","Jamaica",77.36,18.24,"OUSAID","1989",51821000,7.71450578939646
"106292","Jamaica",77.36,18.24,"PC","1989",3046000,6.48372989900002
"106293","Jamaica",77.36,18.24,"S416","1989",831000,5.91960102378411
"106294","Jamaica",77.36,18.24,"T1","1989",4e+07,7.60205999132796
"106295","Jamaica",77.36,18.24,"T2","1989",6227000,6.7942788657214
"106305","Jordan",-36.38,31.21,"ESFSS","1989",15247000,7.18318440029821
"106313","Jordan",-36.38,31.21,"OUSAID","1989",801000,5.90363251608424
"106336","Kenya",-37.88,0.51,"ESFSS","1989",1e+07,7
"106344","Kenya",-37.88,0.51,"OAGP","1989",78000,4.89209460269048
"106346","Kenya",-37.88,0.51,"OUSAID","1989",46090000,7.66360670812452
"106348","Kenya",-37.88,0.51,"PC","1989",3404000,6.53198955141255
"106349","Kenya",-37.88,0.51,"S416","1989",1771000,6.24821856119007
"106350","Kenya",-37.88,0.51,"T1","1989",4750000,6.67669360962487
"106351","Kenya",-37.88,0.51,"T2","1989",1716000,6.23451728351269
"106412","Laos",-103.36,19.07,"NC","1989",2e+05,5.30102999566398
"106419","Laos",-103.36,19.07,"T2","1989",1517000,6.18098558078673
"106423","Latin_America_and_Caribbean_not_specified",78.8,1.8,"ESFSS","1989",16464000,7.21653535741836
"106429","Latin_America_and_Caribbean_not_specified",78.8,1.8,"NC","1989",796000,5.90091306773767
"106431","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OAGP","1989",8072000,6.90698115322885
"106433","Latin_America_and_Caribbean_not_specified",78.8,1.8,"OUSAID","1989",83152000,7.91987269947878
"106451","Lebanon",-35.81,33.95,"ESFSS","1989",3e+05,5.47712125471966
"106459","Lebanon",-35.81,33.95,"OUSAID","1989",2496000,6.39724458101039
"106462","Lebanon",-35.81,33.95,"T2","1989",12332000,7.09103351605447
"106471","Lesotho",-28.25,-29.58,"OAGP","1989",176000,5.24551266781415
"106473","Lesotho",-28.25,-29.58,"OUSAID","1989",10133000,7.00573804265142
"106474","Lesotho",-28.25,-29.58,"PC","1989",1937000,6.28712962071911
"106476","Lesotho",-28.25,-29.58,"T2","1989",3891000,6.59006123080374
"106480","Liberia",9.32,6.41,"ESFSS","1989",1.1e+07,7.04139268515823
"106489","Liberia",9.32,6.41,"OAGP","1989",150000,5.17609125905568
"106491","Liberia",9.32,6.41,"OUSAID","1989",10040000,7.001733712809
"106492","Liberia",9.32,6.41,"PC","1989",2943000,6.46879026209961
"106495","Liberia",9.32,6.41,"T2","1989",7841000,6.89437145385624
"106542","Madagascar",-46.7,-19.27,"OUSAID","1989",15037000,7.17716119972605
"106545","Madagascar",-46.7,-19.27,"S416","1989",947000,5.97634997900327
"106547","Madagascar",-46.7,-19.27,"T2","1989",1986000,6.29797924415936
"106561","Malawi",-33.75,-13.35,"OUSAID","1989",20734000,7.31668309419945
"106562","Malawi",-33.75,-13.35,"PC","1989",2002000,6.3014640731433
"106563","Malawi",-33.75,-13.35,"S416","1989",6099000,6.7852586333577
"106565","Malawi",-33.75,-13.35,"T2","1989",4352000,6.63868888669012
"106569","Malaysia",-102.24,4.4,"NC","1989",25000,4.39794000867204
"106593","Mali",3.53,17.36,"OAGP","1989",179000,5.25285303097989
"106595","Mali",3.53,17.36,"OUSAID","1989",27100000,7.43296929087441
"106596","Mali",3.53,17.36,"PC","1989",4064000,6.60895369927586
"106597","Mali",3.53,17.36,"S416","1989",629000,5.79865064544527
"106599","Mali",3.53,17.36,"T2","1989",4353000,6.6387886671574
"106609","Marshall_Islands",-169.13,-10.79,"OAGP","1989",52268000,7.71823588242831
"106620","Mauritania",10.36,20.26,"OUSAID","1989",2032000,6.30792370361188
"106621","Mauritania",10.36,20.26,"PC","1989",1903000,6.27943878828702
"106624","Mauritania",10.36,20.26,"T2","1989",4249000,6.62828673108951
"106632","Mauritius",-57.59,-20.22,"OUSAID","1989",1580000,6.19865708695442
"106634","Mauritius",-57.59,-20.22,"S416","1989",1361000,6.13385812520333
"106644","Mexico",102.63,23.91,"NC","1989",1.5e+07,7.17609125905568
"106646","Mexico",102.63,23.91,"OAGP","1989",1462000,6.16494737262184
"106651","Mexico",102.63,23.91,"S416","1989",49029000,7.69045303542626
"106653","Mexico",102.63,23.91,"T2","1989",4329000,6.63638758581316
"106656","Micronesia",-151.52,-5.86,"OAGP","1989",92711000,7.96713126549168
"106711","Morocco",6.35,31.89,"ESFSS","1989",2e+07,7.30102999566398
"106718","Morocco",6.35,31.89,"OUSAID","1989",11834000,7.07313156494099
"106719","Morocco",6.35,31.89,"PC","1989",3051000,6.48444220764241
"106720","Morocco",6.35,31.89,"S416","1989",1496000,6.17493159352844
"106721","Morocco",6.35,31.89,"T1","1989",4e+07,7.60205999132796
"106722","Morocco",6.35,31.89,"T2","1989",16631000,7.22091836355655
"106736","Mozambique",-35.35,-17.91,"OUSAID","1989",41348000,7.6164545076015
"106738","Mozambique",-35.35,-17.91,"S416","1989",13068000,7.1162091258034
"106740","Mozambique",-35.35,-17.91,"T2","1989",13672000,7.13583204971268
"106768","Nepal",-83.93,28.26,"OUSAID","1989",15270000,7.18383903705642
"106770","Nepal",-83.93,28.26,"PC","1989",2674000,6.42716140292597
"106773","Nepal",-83.93,28.26,"T2","1989",1571000,6.19617618503997
"106785","Nicaragua",84.92,12.9,"ESFSS","1989",3500000,6.54406804435028
"106794","Nicaragua",84.92,12.9,"OAGP","1989",417000,5.62013605497376
"106810","Niger",-9.4,17.42,"OAGP","1989",425000,5.62838893005031
"106812","Niger",-9.4,17.42,"OUSAID","1989",24048000,7.38107896324283
"106813","Niger",-9.4,17.42,"PC","1989",3472000,6.54057971650445
"106814","Niger",-9.4,17.42,"S416","1989",2128000,6.32797162362301
"106816","Niger",-9.4,17.42,"T2","1989",1140000,6.05690485133647
